exp,long,lat,baseline_yield,ssp126_gfdl_av,ssp370_gfdl_av,ssp126_ipsl_av,ssp370_ipsl_av,ssp126_gfdl_pc,ssp370_gfdl_pc,ssp126_ipsl_pc,ssp370_ipsl_pc
114841,0.25,10.25,1569,1628,1572,1482,1044,3.76,0.19,-5.54,-33.46
114841,0.25,10.25,1639,1573,1592,1486,247,-4.03,-2.87,-9.33,-84.93
114841,0.25,10.25,1572,1664,1507,1561,1181,5.85,-4.13,-0.7,-24.87
114841,0.25,10.25,1656,1614,1684,1628,1272,-2.54,1.69,-1.69,-23.19
114841,0.25,10.25,1569,1685,1410,1246,778,7.39,-10.13,-20.59,-50.41
114841,0.25,10.25,1532,1634,1540,1309,1391,6.66,0.52,-14.56,-9.2
114841,0.25,10.25,1512,1577,1513,1417,1437,4.3,0.07,-6.28,-4.96
114841,0.25,10.25,1597,1815,1552,1008,1408,13.65,-2.82,-36.88,-11.83
114841,0.25,10.25,1640,1570,1413,1378,1158,-4.27,-13.84,-15.98,-29.39
114841,0.25,10.25,1640,1674,1562,1477,640,2.07,-4.76,-9.94,-60.98
114841,0.25,10.25,1598,1716,1501,832,1263,7.38,-6.07,-47.93,-20.96
115555,-2.75,9.75,1931,1699,1971,1851,1586,-12.01,2.07,-4.14,-17.87
115555,-2.75,9.75,1606,1816,1695,1583,1717,13.08,5.54,-1.43,6.91
115555,-2.75,9.75,1668,1739,1781,1623,1491,4.26,6.77,-2.7,-10.61
115555,-2.75,9.75,1585,1753,1779,1616,1632,10.6,12.24,1.96,2.97
115555,-2.75,9.75,1726,1832,1800,1532,1698,6.14,4.29,-11.24,-1.62
115555,-2.75,9.75,1590,1674,1605,1669,1580,5.28,0.94,4.97,-0.63
115555,-2.75,9.75,1725,1738,1751,1684,1372,0.75,1.51,-2.38,-20.46
115555,-2.75,9.75,1652,1763,1785,1722,1295,6.72,8.05,4.24,-21.61
115555,-2.75,9.75,1771,1756,1800,1344,1449,-0.85,1.64,-24.11,-18.18
115555,-2.75,9.75,1661,1735,1731,1621,1403,4.46,4.21,-2.41,-15.53
115555,-2.75,9.75,1668,1666,1661,1589,556,-0.12,-0.42,-4.74,-66.67
115555,-2.75,9.75,1671,1697,1630,1653,1565,1.56,-2.45,-1.08,-6.34
115555,-2.75,9.75,1753,1700,1815,1715,1469,-3.02,3.54,-2.17,-16.2
115555,-2.75,9.75,1659,1817,1612,1423,1200,9.52,-2.83,-14.23,-27.67
115555,-2.75,9.75,1652,1747,1662,1553,1476,5.75,0.61,-5.99,-10.65
115555,-2.75,9.75,1594,1620,1762,1721,1552,1.63,10.54,7.97,-2.63
115555,-2.75,9.75,1636,1916,1671,1466,1482,17.11,2.14,-10.39,-9.41
115555,-2.75,9.75,1694,1711,1754,1571,1650,1,3.54,-7.26,-2.6
115555,-2.75,9.75,1652,1761,1724,1748,1029,6.6,4.36,5.81,-37.71
115555,-2.75,9.75,1708,1774,1394,1312,1374,3.86,-18.38,-23.19,-19.56
115557,-1.75,9.75,1851,1710,1977,1854,1584,-7.62,6.81,0.16,-14.42
115557,-1.75,9.75,1598,1804,1743,1630,1714,12.89,9.07,2,7.26
115557,-1.75,9.75,1740,1752,1808,1614,1501,0.69,3.91,-7.24,-13.74
115557,-1.75,9.75,1692,1762,1782,1725,1608,4.14,5.32,1.95,-4.96
115557,-1.75,9.75,1764,1880,1804,1556,1697,6.58,2.27,-11.79,-3.8
115557,-1.75,9.75,1624,1673,1606,1682,1604,3.02,-1.11,3.57,-1.23
115557,-1.75,9.75,1641,1733,1781,1688,1390,5.61,8.53,2.86,-15.3
115557,-1.75,9.75,1640,1783,1805,1726,1291,8.72,10.06,5.24,-21.28
115557,-1.75,9.75,1776,1735,1800,1339,1353,-2.31,1.35,-24.61,-23.82
115557,-1.75,9.75,1656,1732,1737,1640,1396,4.59,4.89,-0.97,-15.7
115557,-1.75,9.75,1676,1690,1671,1581,425,0.84,-0.3,-5.67,-74.64
115557,-1.75,9.75,1671,1727,1624,1633,1495,3.35,-2.81,-2.27,-10.53
115557,-1.75,9.75,1714,1714,1852,1716,1452,0,8.05,0.12,-15.29
115557,-1.75,9.75,1678,1815,1626,1448,1145,8.16,-3.1,-13.71,-31.76
115557,-1.75,9.75,1684,1743,1656,1501,1509,3.5,-1.66,-10.87,-10.39
115557,-1.75,9.75,1614,1660,1742,1716,1605,2.85,7.93,6.32,-0.56
115557,-1.75,9.75,1667,1924,1733,1470,1480,15.42,3.96,-11.82,-11.22
115557,-1.75,9.75,1711,1687,1748,1582,1570,-1.4,2.16,-7.54,-8.24
115557,-1.75,9.75,1720,1730,1758,1739,1014,0.58,2.21,1.1,-41.05
115557,-1.75,9.75,1706,1806,1644,1313,1367,5.86,-3.63,-23.04,-19.87
115558,-1.25,9.75,1792,1701,1865,1809,1506,-5.08,4.07,0.95,-15.96
115558,-1.25,9.75,1537,1755,1682,1588,1577,14.18,9.43,3.32,2.6
115558,-1.25,9.75,1697,1682,1775,1542,1356,-0.88,4.6,-9.13,-20.09
115558,-1.25,9.75,1586,1724,1739,1519,1383,8.7,9.65,-4.22,-12.8
115558,-1.25,9.75,1727,1819,1728,1508,1629,5.33,0.06,-12.68,-5.67
115558,-1.25,9.75,1598,1614,1569,1644,1497,1,-1.81,2.88,-6.32
115558,-1.25,9.75,1581,1683,1670,1627,1303,6.45,5.63,2.91,-17.58
115558,-1.25,9.75,1579,1635,1720,1609,1232,3.55,8.93,1.9,-21.98
115558,-1.25,9.75,1729,1618,1758,1198,1073,-6.42,1.68,-30.71,-37.94
115558,-1.25,9.75,1610,1678,1672,1539,1165,4.22,3.85,-4.41,-27.64
115558,-1.25,9.75,1626,1615,1631,1534,241,-0.68,0.31,-5.66,-85.18
115558,-1.25,9.75,1627,1680,1544,1588,1266,3.26,-5.1,-2.4,-22.19
115558,-1.25,9.75,1340,1641,1782,1680,1358,22.46,32.99,25.37,1.34
115558,-1.25,9.75,1631,1717,1505,1371,907,5.27,-7.73,-15.94,-44.39
115558,-1.25,9.75,1604,1682,1588,1333,1412,4.86,-1,-16.9,-11.97
115558,-1.25,9.75,1503,1614,1601,1591,1525,7.39,6.52,5.85,1.46
115558,-1.25,9.75,1616,1862,1574,1300,1415,15.22,-2.6,-19.55,-12.44
115558,-1.25,9.75,1666,1647,1595,1429,1326,-1.14,-4.26,-14.23,-20.41
115558,-1.25,9.75,1614,1660,1674,1639,725,2.85,3.72,1.55,-55.08
115558,-1.25,9.75,1668,1686,1390,1054,1256,1.08,-16.67,-36.81,-24.7
115559,-0.75,9.75,1787,1684,1851,1787,1525,-5.76,3.58,0,-14.66
115559,-0.75,9.75,1589,1738,1667,1580,1638,9.38,4.91,-0.57,3.08
115559,-0.75,9.75,1732,1654,1773,1568,1399,-4.5,2.37,-9.47,-19.23
115559,-0.75,9.75,1682,1726,1748,1528,1470,2.62,3.92,-9.16,-12.6
115559,-0.75,9.75,1695,1793,1729,1525,1642,5.78,2.01,-10.03,-3.13
115559,-0.75,9.75,1569,1589,1568,1628,1514,1.27,-0.06,3.76,-3.51
115559,-0.75,9.75,1578,1653,1679,1599,1307,4.75,6.4,1.33,-17.17
115559,-0.75,9.75,1556,1677,1732,1653,1300,7.78,11.31,6.23,-16.45
115559,-0.75,9.75,1742,1624,1738,1198,1202,-6.77,-0.23,-31.23,-31
115559,-0.75,9.75,1600,1646,1677,1555,1250,2.88,4.81,-2.81,-21.88
115559,-0.75,9.75,1634,1612,1617,1553,309,-1.35,-1.04,-4.96,-81.09
115559,-0.75,9.75,1632,1677,1591,1586,1392,2.76,-2.51,-2.82,-14.71
115559,-0.75,9.75,1470,1645,1781,1667,1380,11.9,21.16,13.4,-6.12
115559,-0.75,9.75,1646,1718,1514,1338,994,4.37,-8.02,-18.71,-39.61
115559,-0.75,9.75,1587,1689,1574,1376,1459,6.43,-0.82,-13.3,-8.07
115559,-0.75,9.75,1558,1631,1624,1627,1545,4.69,4.24,4.43,-0.83
115559,-0.75,9.75,1630,1851,1672,1381,1462,13.56,2.58,-15.28,-10.31
115559,-0.75,9.75,1667,1614,1651,1506,1404,-3.18,-0.96,-9.66,-15.78
115559,-0.75,9.75,1598,1656,1693,1681,777,3.63,5.94,5.19,-51.38
115559,-0.75,9.75,1654,1705,1435,1102,1295,3.08,-13.24,-33.37,-21.7
115560,-0.25,9.75,1844,1711,1914,1811,1615,-7.21,3.8,-1.79,-12.42
115560,-0.25,9.75,1629,1718,1717,1597,1728,5.46,5.4,-1.96,6.08
115560,-0.25,9.75,1832,1726,1815,1640,1391,-5.79,-0.93,-10.48,-24.07
115560,-0.25,9.75,1690,1722,1729,1670,1649,1.89,2.31,-1.18,-2.43
115560,-0.25,9.75,1678,1864,1786,1556,1684,11.08,6.44,-7.27,0.36
115560,-0.25,9.75,1561,1609,1603,1660,1544,3.07,2.69,6.34,-1.09
115560,-0.25,9.75,1644,1664,1757,1597,1324,1.22,6.87,-2.86,-19.46
115560,-0.25,9.75,1578,1695,1771,1706,1430,7.41,12.23,8.11,-9.38
115560,-0.25,9.75,1753,1700,1728,1248,1359,-3.02,-1.43,-28.81,-22.48
115560,-0.25,9.75,1586,1653,1661,1574,1369,4.22,4.73,-0.76,-13.68
115560,-0.25,9.75,1664,1681,1638,1584,660,1.02,-1.56,-4.81,-60.34
115560,-0.25,9.75,1625,1712,1613,1651,1503,5.35,-0.74,1.6,-7.51
115560,-0.25,9.75,1681,1680,1829,1678,1446,-0.06,8.8,-0.18,-13.98
115560,-0.25,9.75,1619,1767,1596,1336,1098,9.14,-1.42,-17.48,-32.18
115560,-0.25,9.75,1590,1703,1582,1425,1507,7.11,-0.5,-10.38,-5.22
115560,-0.25,9.75,1591,1672,1688,1660,1600,5.09,6.1,4.34,0.57
115560,-0.25,9.75,1616,1879,1751,1474,1552,16.27,8.35,-8.79,-3.96
115560,-0.25,9.75,1655,1614,1718,1660,1431,-2.48,3.81,0.3,-13.53
115560,-0.25,9.75,1587,1689,1784,1721,949,6.43,12.41,8.44,-40.2
115560,-0.25,9.75,1642,1783,1663,1232,1403,8.59,1.28,-24.97,-14.56
115561,0.25,9.75,1802,1651,1848,1745,1555,-8.38,2.55,-3.16,-13.71
115561,0.25,9.75,1582,1620,1645,1524,1606,2.4,3.98,-3.67,1.52
115561,0.25,9.75,1672,1655,1747,1549,1363,-1.02,4.49,-7.36,-18.48
115561,0.25,9.75,1686,1657,1650,1573,1520,-1.72,-2.14,-6.7,-9.85
115561,0.25,9.75,1636,1801,1743,1502,1622,10.09,6.54,-8.19,-0.86
115561,0.25,9.75,1528,1534,1556,1611,1467,0.39,1.83,5.43,-3.99
115561,0.25,9.75,1515,1570,1675,1573,1319,3.63,10.56,3.83,-12.94
115561,0.25,9.75,1538,1599,1691,1619,1329,3.97,9.95,5.27,-13.59
115561,0.25,9.75,1660,1630,1682,1223,1214,-1.81,1.33,-26.33,-26.87
115561,0.25,9.75,1551,1577,1598,1508,1233,1.68,3.03,-2.77,-20.5
115561,0.25,9.75,1600,1624,1604,1510,473,1.5,0.25,-5.63,-70.44
115561,0.25,9.75,1593,1632,1541,1585,1333,2.45,-3.26,-0.5,-16.32
115561,0.25,9.75,1632,1609,1748,1642,1324,-1.41,7.11,0.61,-18.87
115561,0.25,9.75,1586,1694,1537,1311,1036,6.81,-3.09,-17.34,-34.68
115561,0.25,9.75,1521,1612,1526,1380,1412,5.98,0.33,-9.27,-7.17
115561,0.25,9.75,1549,1625,1601,1567,1532,4.91,3.36,1.16,-1.1
115561,0.25,9.75,1586,1813,1701,1355,1449,14.31,7.25,-14.56,-8.64
115561,0.25,9.75,1628,1533,1598,1549,1374,-5.84,-1.84,-4.85,-15.6
115561,0.25,9.75,1556,1645,1713,1627,861,5.72,10.09,4.56,-44.67
115561,0.25,9.75,1599,1730,1628,1133,1302,8.19,1.81,-29.14,-18.57
116276,-2.25,9.25,1800,1655,1868,1782,1571,-8.06,3.78,-1,-12.72
116276,-2.25,9.25,1519,1744,1653,1549,1706,14.81,8.82,1.97,12.31
116276,-2.25,9.25,1687,1661,1777,1587,1481,-1.54,5.33,-5.93,-12.21
116276,-2.25,9.25,1379,1722,1735,1471,1543,24.87,25.82,6.67,11.89
116276,-2.25,9.25,1681,1804,1745,1542,1623,7.32,3.81,-8.27,-3.45
116276,-2.25,9.25,1595,1643,1603,1649,1536,3.01,0.5,3.39,-3.7
116276,-2.25,9.25,1644,1711,1727,1636,1382,4.08,5.05,-0.49,-15.94
116276,-2.25,9.25,1603,1753,1722,1681,1247,9.36,7.42,4.87,-22.21
116276,-2.25,9.25,1709,1729,1481,1422,1425,1.17,-13.34,-16.79,-16.62
116276,-2.25,9.25,1637,1711,1684,1652,1476,4.52,2.87,0.92,-9.84
116276,-2.25,9.25,1500,1709,1615,1540,665,13.93,7.67,2.67,-55.67
116276,-2.25,9.25,1646,1732,1603,1623,1538,5.22,-2.61,-1.4,-6.56
116276,-2.25,9.25,1407,1684,1477,1686,1476,19.69,4.98,19.83,4.9
116276,-2.25,9.25,945,1628,1554,1423,1277,72.28,64.44,50.58,35.13
116276,-2.25,9.25,1631,1734,1577,1495,1481,6.32,-3.31,-8.34,-9.2
116276,-2.25,9.25,1611,1594,1690,1694,1549,-1.06,4.9,5.15,-3.85
116276,-2.25,9.25,1634,1812,1425,1497,1547,10.89,-12.79,-8.38,-5.32
116276,-2.25,9.25,1629,1669,1627,1591,1594,2.46,-0.12,-2.33,-2.15
116276,-2.25,9.25,1658,1699,1697,1741,1076,2.47,2.35,5.01,-35.1
116276,-2.25,9.25,1681,1770,1179,1370,1398,5.29,-29.86,-18.5,-16.84
116277,-1.75,9.25,1788,1662,1857,1776,1522,-7.05,3.86,-0.67,-14.88
116277,-1.75,9.25,1576,1733,1669,1555,1569,9.96,5.9,-1.33,-0.44
116277,-1.75,9.25,1686,1680,1791,1547,1453,-0.36,6.23,-8.24,-13.82
116277,-1.75,9.25,1591,1733,1762,1558,1572,8.93,10.75,-2.07,-1.19
116277,-1.75,9.25,1618,1791,1745,1544,1611,10.69,7.85,-4.57,-0.43
116277,-1.75,9.25,1578,1643,1611,1653,1493,4.12,2.09,4.75,-5.39
116277,-1.75,9.25,1625,1704,1747,1663,1393,4.86,7.51,2.34,-14.28
116277,-1.75,9.25,1606,1723,1740,1628,1185,7.29,8.34,1.37,-26.21
116277,-1.75,9.25,1716,1682,1716,1435,1299,-1.98,0,-16.38,-24.3
116277,-1.75,9.25,1625,1701,1700,1637,1361,4.68,4.62,0.74,-16.25
116277,-1.75,9.25,1613,1693,1636,1547,331,4.96,1.43,-4.09,-79.48
116277,-1.75,9.25,1641,1750,1588,1569,1452,6.64,-3.23,-4.39,-11.52
116277,-1.75,9.25,1228,1673,1479,1699,1415,36.24,20.44,38.36,15.23
116277,-1.75,9.25,1103,1715,1558,1458,1169,55.49,41.25,32.18,5.98
116277,-1.75,9.25,1630,1738,1602,1424,1436,6.63,-1.72,-12.64,-11.9
116277,-1.75,9.25,1596,1624,1687,1646,1542,1.75,5.7,3.13,-3.38
116277,-1.75,9.25,1641,1878,1517,1421,1400,14.44,-7.56,-13.41,-14.69
116277,-1.75,9.25,1679,1678,1724,1522,1493,-0.06,2.68,-9.35,-11.08
116277,-1.75,9.25,1621,1687,1702,1722,891,4.07,5,6.23,-45.03
116277,-1.75,9.25,1660,1769,1357,1319,1279,6.57,-18.25,-20.54,-22.95
116278,-1.25,9.25,1775,1690,1843,1781,1514,-4.79,3.83,0.34,-14.7
116278,-1.25,9.25,1546,1719,1686,1562,1569,11.19,9.06,1.03,1.49
116278,-1.25,9.25,1692,1681,1806,1534,1420,-0.65,6.74,-9.34,-16.08
116278,-1.25,9.25,1679,1746,1763,1495,1591,3.99,5,-10.96,-5.24
116278,-1.25,9.25,1693,1806,1740,1554,1613,6.67,2.78,-8.21,-4.73
116278,-1.25,9.25,1587,1618,1620,1669,1488,1.95,2.08,5.17,-6.24
116278,-1.25,9.25,1630,1699,1714,1652,1361,4.23,5.15,1.35,-16.5
116278,-1.25,9.25,1584,1694,1736,1650,1180,6.94,9.6,4.17,-25.51
116278,-1.25,9.25,1735,1679,1718,1383,1246,-3.23,-0.98,-20.29,-28.18
116278,-1.25,9.25,1615,1686,1688,1590,1328,4.4,4.52,-1.55,-17.77
116278,-1.25,9.25,1603,1659,1640,1552,270,3.49,2.31,-3.18,-83.16
116278,-1.25,9.25,1636,1759,1607,1578,1376,7.52,-1.77,-3.55,-15.89
116278,-1.25,9.25,1269,1686,1685,1690,1390,32.86,32.78,33.18,9.54
116278,-1.25,9.25,1366,1712,1533,1431,1087,25.33,12.23,4.76,-20.42
116278,-1.25,9.25,1616,1748,1588,1365,1454,8.17,-1.73,-15.53,-10.02
116278,-1.25,9.25,1571,1650,1640,1639,1570,5.03,4.39,4.33,-0.06
116278,-1.25,9.25,1635,1883,1703,1400,1447,15.17,4.16,-14.37,-11.5
116278,-1.25,9.25,1667,1688,1701,1494,1411,1.26,2.04,-10.38,-15.36
116278,-1.25,9.25,1626,1679,1717,1708,809,3.26,5.6,5.04,-50.25
116278,-1.25,9.25,1653,1754,1600,1267,1273,6.11,-3.21,-23.35,-22.99
116279,-0.75,9.25,1794,1669,1801,1732,1537,-6.97,0.39,-3.46,-14.33
116279,-0.75,9.25,1551,1675,1658,1542,1625,7.99,6.9,-0.58,4.77
116279,-0.75,9.25,1722,1635,1766,1548,1404,-5.05,2.56,-10.1,-18.47
116279,-0.75,9.25,1671,1709,1735,1514,1623,2.27,3.83,-9.4,-2.87
116279,-0.75,9.25,1679,1756,1724,1533,1608,4.59,2.68,-8.7,-4.23
116279,-0.75,9.25,1561,1593,1594,1621,1486,2.05,2.11,3.84,-4.8
116279,-0.75,9.25,1599,1642,1719,1584,1342,2.69,7.5,-0.94,-16.07
116279,-0.75,9.25,1549,1657,1704,1660,1251,6.97,10.01,7.17,-19.24
116279,-0.75,9.25,1697,1677,1708,1356,1350,-1.18,0.65,-20.09,-20.45
116279,-0.75,9.25,1574,1633,1661,1561,1374,3.75,5.53,-0.83,-12.71
116279,-0.75,9.25,1624,1641,1600,1527,452,1.05,-1.48,-5.97,-72.17
116279,-0.75,9.25,1617,1727,1603,1569,1461,6.8,-0.87,-2.97,-9.65
116279,-0.75,9.25,1508,1659,1730,1643,1397,10.01,14.72,8.95,-7.36
116279,-0.75,9.25,1564,1703,1506,1389,1119,8.89,-3.71,-11.19,-28.45
116279,-0.75,9.25,1581,1711,1558,1374,1447,8.22,-1.45,-13.09,-8.48
116279,-0.75,9.25,1563,1630,1629,1623,1556,4.29,4.22,3.84,-0.45
116279,-0.75,9.25,1615,1842,1697,1407,1487,14.06,5.08,-12.88,-7.93
116279,-0.75,9.25,1648,1636,1727,1541,1405,-0.73,4.79,-6.49,-14.75
116279,-0.75,9.25,1616,1635,1686,1708,914,1.18,4.33,5.69,-43.44
116279,-0.75,9.25,1636,1732,1569,1263,1310,5.87,-4.1,-22.8,-19.93
116280,-0.25,9.25,1789,1645,1776,1695,1529,-8.05,-0.73,-5.25,-14.53
116280,-0.25,9.25,1527,1618,1647,1502,1635,5.96,7.86,-1.64,7.07
116280,-0.25,9.25,1728,1620,1736,1552,1371,-6.25,0.46,-10.19,-20.66
116280,-0.25,9.25,1657,1664,1667,1622,1598,0.42,0.6,-2.11,-3.56
116280,-0.25,9.25,1631,1752,1707,1507,1591,7.42,4.66,-7.6,-2.45
116280,-0.25,9.25,1518,1556,1579,1592,1452,2.5,4.02,4.87,-4.35
116280,-0.25,9.25,1594,1611,1701,1540,1308,1.07,6.71,-3.39,-17.94
116280,-0.25,9.25,1506,1643,1673,1644,1313,9.1,11.09,9.16,-12.82
116280,-0.25,9.25,1657,1673,1663,1315,1391,0.97,0.36,-20.64,-16.05
116280,-0.25,9.25,1530,1600,1614,1538,1390,4.58,5.49,0.52,-9.15
116280,-0.25,9.25,1594,1616,1580,1526,686,1.38,-0.88,-4.27,-56.96
116280,-0.25,9.25,1583,1702,1562,1597,1438,7.52,-1.33,0.88,-9.16
116280,-0.25,9.25,1614,1621,1696,1599,1393,0.43,5.08,-0.93,-13.69
116280,-0.25,9.25,1590,1694,1489,1340,1142,6.54,-6.35,-15.72,-28.18
116280,-0.25,9.25,1554,1665,1523,1373,1426,7.14,-1.99,-11.65,-8.24
116280,-0.25,9.25,1525,1598,1623,1601,1565,4.79,6.43,4.98,2.62
116280,-0.25,9.25,1570,1812,1698,1402,1488,15.41,8.15,-10.7,-5.22
116280,-0.25,9.25,1609,1593,1706,1601,1343,-0.99,6.03,-0.5,-16.53
116280,-0.25,9.25,1659,1615,1678,1682,941,-2.65,1.15,1.39,-43.28
116280,-0.25,9.25,1588,1716,1637,1323,1344,8.06,3.09,-16.69,-15.37
116281,0.25,9.25,1756,1605,1743,1660,1520,-8.6,-0.74,-5.47,-13.44
116281,0.25,9.25,1494,1564,1621,1448,1516,4.69,8.5,-3.08,1.47
116281,0.25,9.25,1721,1593,1700,1514,1358,-7.44,-1.22,-12.03,-21.09
116281,0.25,9.25,1641,1622,1621,1578,1555,-1.16,-1.22,-3.84,-5.24
116281,0.25,9.25,1594,1724,1706,1484,1570,8.16,7.03,-6.9,-1.51
116281,0.25,9.25,1492,1507,1554,1568,1410,1.01,4.16,5.09,-5.5
116281,0.25,9.25,1563,1546,1670,1539,1331,-1.09,6.85,-1.54,-14.84
116281,0.25,9.25,1484,1595,1649,1606,1255,7.48,11.12,8.22,-15.43
116281,0.25,9.25,1664,1650,1639,1335,1309,-0.84,-1.5,-19.77,-21.33
116281,0.25,9.25,1501,1562,1567,1510,1333,4.06,4.4,0.6,-11.19
116281,0.25,9.25,1574,1577,1584,1487,577,0.19,0.64,-5.53,-63.34
116281,0.25,9.25,1559,1651,1530,1573,1352,5.9,-1.86,0.9,-13.28
116281,0.25,9.25,1576,1573,1680,1573,1322,-0.19,6.6,-0.19,-16.12
116281,0.25,9.25,1583,1659,1498,1348,1119,4.8,-5.37,-14.85,-29.31
116281,0.25,9.25,1524,1595,1505,1378,1384,4.66,-1.25,-9.58,-9.19
116281,0.25,9.25,1510,1583,1590,1547,1528,4.83,5.3,2.45,1.19
116281,0.25,9.25,1529,1780,1693,1382,1451,16.42,10.73,-9.61,-5.1
116281,0.25,9.25,1567,1505,1657,1548,1362,-3.96,5.74,-1.21,-13.08
116281,0.25,9.25,1640,1620,1690,1643,929,-1.22,3.05,0.18,-43.35
116281,0.25,9.25,1549,1703,1599,1311,1286,9.94,3.23,-15.36,-16.98
116996,-2.25,8.75,1726,1615,1808,1705,1525,-6.43,4.75,-1.22,-11.65
116996,-2.25,8.75,1545,1701,1594,1498,1621,10.1,3.17,-3.04,4.92
116996,-2.25,8.75,1632,1643,1723,1543,1466,0.67,5.58,-5.45,-10.17
116996,-2.25,8.75,1615,1672,1673,1638,1572,3.53,3.59,1.42,-2.66
116996,-2.25,8.75,1600,1733,1678,1510,1528,8.31,4.88,-5.63,-4.5
116996,-2.25,8.75,1559,1593,1566,1629,1465,2.18,0.45,4.49,-6.03
116996,-2.25,8.75,1598,1645,1687,1590,1389,2.94,5.57,-0.5,-13.08
116996,-2.25,8.75,1555,1694,1678,1619,1184,8.94,7.91,4.12,-23.86
